0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,33,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,2,0,0,6,0,2,0,0,1,0,0,2,1,0,1,7,0,3,0,2,4,0,0,0,1,1,2,0,1,0,4,0,1,0,1,0,2,1,0,6,2,5,1,0,0,0,0,1,0,6,0,1,1,1,0,0,0,2,0,0,0,0,0,6,1,3,0,0,1,1,2,0,0,0,115,0,0,0,0,2,2,3,0,3,1,0,0,1,2,0,0,1,0,4,0,3,0,6,1,0,0,0,1,1,0,3,5,0,0,0,1,4,0,0,8,0,4,0,1,0,0,0,3,2,1,0,0,0,2,0,0,0,1,0,3,1,0,49,0,0,2,2,0,1,0,17,0,1,0,4,0,4,1,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4,0,0,0,0,0,2,0,1,4,3,4,5,0,2,1,0,1,0,4,0,1,0,1,1,0,1
1,0,2,1,0,2,3,0,1,2,1,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,3,0,2,0,0,0,2,0,1,2,6,1,0,0,1,1,0,0,0,0,2,0,0,2,2,0,2,0,0,0,1,2,0,1,0,15,2,0,0,3,1,0,3,1,1,1,0,1,1,0,0,1,0,0,1,0,4,1,3,1,0,0,3,0,0,0,3,14,2,0,1,0,0,0,2,12,0,1,0,0,0,0,0,2,4,0,0,1,0,2,1,0,0,1,0,1,0,0,29,0,0,0,2,0,0,0,10,0,0,0,5,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,0,0,0,1,1,2,4,1,3,1,0,0,0,0,2,0,2,2,2,0,0,0,0,0
0,0,1,3,1,3,10,0,4,0,0,0,1,1,3,1,1,0,9,3,1,1,4,0,3,0,1,1,1,2,1,5,0,6,0,2,0,0,4,0,2,0,7,3,9,1,0,0,2,0,3,1,15,0,4,3,1,6,1,0,1,1,0,2,0,0,7,0,5,2,0,6,4,5,0,1,0,6,3,1,0,7,1,2,6,0,6,5,2,1,2,3,0,6,1,0,2,0,1,3,6,0,0,1,3,3,0,1,2,15,6,2,0,0,2,0,2,6,0,2,1,1,0,4,0,3,4,0,1,1,1,18,1,2,0,0,2,3,1,0,42,1,1,1,3,2,6,0,16,1,0,0,6,11,1,0,2,1,3,0,0,0,2,1,0,0,0,0,3,0,0,0,2,1,0,1,0,1,2,1,0,0,0,2,0,0,3,0,0,15,10,5,0,3,0,0,0,1,1,11,2,9,0,0,0,1,2
2,0,0,1,1,1,10,0,1,2,3,0,1,0,1,0,1,0,2,0,0,0,4,2,0,1,2,1,1,1,1,0,2,4,3,0,4,5,0,0,2,0,25,1,9,1,1,2,2,0,1,0,6,0,0,1,0,0,0,1,1,2,0,0,1,1,1,1,3,3,0,2,1,0,1,0,0,17,1,0,0,6,0,1,0,0,4,0,3,0,2,1,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,3,5,1,0,0,1,0,0,0,3,0,2,1,0,0,2,0,1,1,0,1,0,0,20,0,1,1,1,0,0,0,1,77,0,1,0,8,1,5,1,55,0,6,1,5,0,0,1,4,1,2,0,0,0,2,0,0,1,2,0,3,0,0,0,1,0,1,3,0,2,1,0,4,0,0,4,1,1,2,0,1,11,12,9,1,2,4,1,1,9,0,3,4,2,2,2,1,0,0
3,2,2,2,1,2,15,1,0,3,2,3,1,2,2,1,2,0,6,0,5,1,12,4,4,4,5,3,2,2,6,0,0,12,1,3,0,6,1,2,4,3,101,0,18,2,1,0,3,1,3,3,12,5,5,4,3,2,1,1,1,3,2,0,1,1,4,1,8,12,0,3,2,2,1,0,0,121,0,1,0,7,3,2,6,2,6,9,1,1,6,1,0,2,1,4,3,0,5,0,10,3,0,1,1,1,1,0,4,21,6,0,1,2,3,0,2,9,0,8,0,3,0,5,2,3,6,3,1,4,1,23,0,1,0,2,2,2,3,0,123,0,4,1,8,0,4,0,73,0,7,3,12,1,4,2,2,4,0,1,0,2,3,2,3,1,3,0,3,0,0,0,2,2,0,0,2,5,1,0,9,0,0,7,1,1,2,1,0,11,13,6,3,12,8,2,0,5,0,8,7,2,1,2,3,0,1
2,1,5,7,3,8,59,1,10,6,13,2,5,1,8,3,1,4,27,7,6,2,8,3,7,3,3,11,10,5,5,8,4,27,3,7,6,9,5,1,9,2,99,11,39,5,1,4,10,3,14,8,32,0,7,5,4,11,2,1,8,3,3,3,1,4,19,2,23,12,1,8,6,13,6,2,3,165,6,2,1,21,1,9,15,2,22,10,7,2,7,9,3,10,1,1,4,1,10,5,25,4,1,1,11,3,1,2,11,50,11,4,1,3,5,2,5,25,2,22,7,7,1,10,1,9,15,10,2,5,1,93,2,3,2,2,1,8,3,7,362,2,3,3,20,5,30,1,185,2,13,4,36,11,7,1,6,2,8,0,2,3,5,2,1,5,2,1,8,3,1,6,5,0,4,11,0,3,7,3,30,2,1,8,4,3,7,2,5,38,47,64,6,7,3,4,2,16,2,25,20,16,2,3,2,2,3
2,0,0,0,1,3,10,0,2,1,0,0,1,0,1,2,0,0,2,0,1,0,3,0,0,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,2,0,13,0,9,2,1,0,0,1,5,3,6,0,1,1,0,0,0,0,2,0,0,0,0,0,3,0,7,1,0,0,0,0,0,0,0,9,0,0,0,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,2,1,0,0,1,7,4,0,1,0,0,0,0,1,0,4,2,0,0,1,0,0,0,1,0,0,1,8,0,0,1,1,1,0,1,0,50,0,0,0,9,1,6,1,25,0,3,0,8,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,5,3,2,0,2,0,0,0
0,0,1,1,0,0,3,0,3,1,0,1,0,0,0,0,0,0,3,3,1,1,2,1,1,1,0,0,0,0,2,2,0,2,0,2,2,0,0,0,1,1,17,4,4,1,0,0,0,0,1,0,2,1,1,1,0,1,0,0,2,1,1,0,0,1,0,0,1,3,0,2,0,3,0,0,1,4,1,0,1,1,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,1,3,1,3,0,1,0,0,0,0,3,1,0,0,0,7,1,0,0,1,0,5,0,2,10,1,0,1,4,0,8,0,7,1,0,1,1,1,1,0,0,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,2,1,3,0,0,1,0,0,0,1,0,2,13,1,0,1,2,1,0,0,0,1,3,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,3,6,8,3,7,53,1,5,5,14,3,5,3,9,2,3,4,24,3,9,2,14,6,10,5,8,8,9,4,8,4,4,27,3,7,4,9,5,3,10,2,156,7,43,4,1,4,12,3,11,7,25,4,9,7,7,12,3,2,5,3,4,3,2,4,17,3,23,16,1,7,8,11,5,2,2,267,5,3,0,23,4,10,16,2,21,17,8,3,13,10,3,11,2,3,5,1,12,4,23,4,0,0,9,3,2,1,12,53,9,3,1,5,7,2,4,17,1,23,5,9,1,13,3,12,11,9,3,9,1,99,1,4,1,2,1,4,5,5,326,0,7,2,14,4,12,0,225,1,17,5,35,11,8,2,6,3,3,0,2,5,6,4,2,5,3,1,11,3,1,6,6,1,3,9,2,4,6,2,31,2,1,14,5,1,9,2,5,42,39,49,9,17,8,5,2,21,2,18,20,15,2,3,5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,0,3,0,0,4,0,1,0,1,0,0,0,0,15,1,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,4,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,9,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,1,0,1,1,1,0,0,0,0,0
0,1,1,0,0,0,5,0,1,1,6,0,2,0,3,0,0,1,1,2,1,0,2,1,4,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,45,1,2,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,2,0,0,0,0,1,1,0,0,4,0,0,0,2,0,0,0,13,0,0,0,6,1,0,3,1,0,2,0,0,3,1,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,1,6,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,2,0,14,0,1,1,0,0,2,0,0,46,0,0,1,2,0,1,0,25,1,3,0,2,2,5,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,3,0,0,0,1,0,2,1,0,9,8,17,0,1,0,1,2,0,1,2,0,2,1,0,1,0,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,1,0,1,0,1,0,0,17,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,3,0,0,0,1,2,0,0,6,0,0,0,2,1,0,2,0,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,11,0,0,0,1,3,2,0,8,0,1,0,2,3,1,0,2,0,3,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,1,6,0,4,1,1,0,0,0,5,3,2,0,0,0,0,1
1,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,1,0,3,1,2,0,0,0,1,0,0,2,4,2,0,0,0,13,0,0,0,7,0,0,1,0,3,1,8,2,0,0,2,0,0,5,6,0,2,0,0,0,0,0,3,1,0,0,0,0,3,0,1,0,0,1,1,1,1,0,0,45,1,0,0,1,0,0,1,0,8,1,0,0,0,0,0,0,0,2,1,0,5,1,3,0,0,0,1,0,1,0,1,15,1,1,0,0,3,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,140,0,0,0,1,1,4,0,2,0,0,1,0,1,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,4,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,3,2,5,34,0,3,5,3,1,1,0,3,0,0,1,7,4,1,1,10,2,0,2,3,2,5,1,6,5,3,11,2,0,2,3,3,0,3,2,69,4,16,3,0,2,4,1,9,4,17,1,5,3,2,3,1,0,3,2,2,0,1,1,7,1,12,9,0,5,5,4,1,1,0,13,4,1,1,9,0,5,7,0,8,5,4,1,5,7,0,7,1,0,0,0,2,2,14,2,0,1,5,1,0,1,4,25,7,1,1,1,2,0,1,8,2,16,4,3,0,7,1,3,6,6,1,4,2,56,1,2,1,1,2,2,3,7,147,1,2,1,9,0,15,1,84,2,10,1,15,7,0,0,4,1,5,0,0,1,3,0,1,3,3,1,5,2,1,3,2,0,2,4,1,1,3,3,15,1,1,4,2,1,2,0,1,19,32,6,1,6,5,0,0,6,0,12,4,10,0,4,2,1,2
1,2,4,7,4,4,48,1,2,2,13,3,2,3,2,1,1,2,12,3,6,1,13,0,9,4,6,10,5,6,9,1,2,19,2,6,5,8,5,1,12,2,168,5,33,2,2,4,2,4,5,4,12,5,5,5,3,11,3,2,5,5,4,3,1,2,7,2,25,19,1,2,1,2,7,0,3,67,1,1,1,19,1,10,9,2,10,14,7,2,8,3,3,6,0,5,1,1,4,0,10,4,1,2,1,1,1,1,5,30,5,1,1,4,1,1,2,5,2,8,5,7,1,9,1,2,7,8,1,6,1,93,1,1,0,1,0,6,4,7,225,2,7,1,17,4,18,1,218,0,10,5,27,0,4,1,7,5,1,1,0,1,4,3,4,4,5,1,10,2,1,6,3,1,2,10,1,3,4,2,28,1,0,15,5,2,4,2,2,27,50,63,0,13,6,4,1,16,2,5,16,4,3,4,3,1,3
0,0,1,0,1,1,14,0,1,1,13,0,1,0,2,0,0,1,6,1,1,1,5,0,6,3,1,3,0,5,1,0,3,2,1,2,0,1,3,0,2,1,22,3,6,1,0,3,1,1,1,2,8,0,1,1,1,1,1,1,2,0,2,1,1,1,2,2,6,10,0,0,1,1,5,0,0,14,0,0,1,11,1,1,1,0,5,2,1,2,3,1,2,2,0,1,0,0,0,0,1,0,1,2,0,1,0,1,2,12,2,1,1,1,0,1,0,10,0,4,4,3,0,2,0,0,2,1,2,6,1,12,1,2,1,0,1,1,0,6,59,2,3,0,10,3,7,0,47,1,6,1,5,2,2,0,2,1,2,0,0,1,1,0,0,1,0,1,4,0,0,6,0,0,1,2,1,1,1,0,9,2,0,3,0,1,3,1,0,11,20,60,0,2,1,3,2,5,0,2,6,8,2,0,2,2,2
0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,1,0,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,2,0,0,1,0,5,0,0,5,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,13,1,0,0,1,1,2,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,8,59,0,0,1,1,2,0,0,1,1,0,2,1,0,0,0
1,0,3,2,1,3,17,0,6,4,1,0,3,0,7,1,1,2,16,4,2,1,3,1,3,2,2,2,3,4,1,6,0,9,0,1,0,1,2,0,2,2,11,2,12,2,0,0,3,0,8,2,24,0,5,3,3,4,1,0,2,1,2,3,0,1,12,0,7,0,0,7,7,9,1,2,0,18,4,1,0,9,2,2,9,0,9,4,1,2,4,6,0,6,1,0,3,0,4,5,13,2,0,0,6,2,0,0,5,26,8,3,1,1,2,0,4,13,0,4,2,0,0,4,0,5,6,1,2,2,1,19,2,3,2,1,2,4,1,0,96,1,1,1,6,2,6,0,14,1,2,1,12,11,5,1,2,1,8,0,0,1,1,1,0,2,0,1,3,1,0,1,3,0,1,2,0,0,4,2,3,0,1,1,0,0,4,0,3,17,7,10,2,2,1,2,2,3,0,22,5,13,1,0,1,1,2
